year;areakm;municipality;geocode_ibge;state
2007;1005,7092256458739;Acrelândia;1200013;Acre
2008;23,667086506330076;Acrelândia;1200013;Acre
2009;12,938233470841887;Acrelândia;1200013;Acre
2010;11,332077910930392;Acrelândia;1200013;Acre
2011;15,938637565929199;Acrelândia;1200013;Acre
2012;4,164717505272149;Acrelândia;1200013;Acre
2013;9,475556251083084;Acrelândia;1200013;Acre
2014;18,89677268322738;Acrelândia;1200013;Acre
2015;14,761802283201147;Acrelândia;1200013;Acre
2016;23,80569057500757;Acrelândia;1200013;Acre
2017;5,710904951294498;Acrelândia;1200013;Acre
2018;21,78442200065523;Acrelândia;1200013;Acre
2019;19,887947144833852;Acrelândia;1200013;Acre
2020;12,937555760472724;Acrelândia;1200013;Acre
2021;38,26531229894869;Acrelândia;1200013;Acre
2022;18,502625100248142;Acrelândia;1200013;Acre
2023;12,046049770524078;Acrelândia;1200013;Acre
2007;234,3980249508553;Assis Brasil;1200054;Acre
2008;3,4195264346510084;Assis Brasil;1200054;Acre
2009;1,600698996897855;Assis Brasil;1200054;Acre
2010;3,7737745178945006;Assis Brasil;1200054;Acre
2011;2,81938379679965;Assis Brasil;1200054;Acre
2012;2,39874956828617;Assis Brasil;1200054;Acre
2013;4,803777966241907;Assis Brasil;1200054;Acre
2014;7,675468221457928;Assis Brasil;1200054;Acre
2015;5,9392785733725555;Assis Brasil;1200054;Acre
2016;2,893949749259666;Assis Brasil;1200054;Acre
2017;6,391257481911597;Assis Brasil;1200054;Acre
2018;7,925865348224259;Assis Brasil;1200054;Acre
2019;21,143888827873266;Assis Brasil;1200054;Acre
2020;18,174809651320643;Assis Brasil;1200054;Acre
2021;17,649863773246004;Assis Brasil;1200054;Acre
2022;8,366870973826273;Assis Brasil;1200054;Acre
2023;6,435927685641831;Assis Brasil;1200054;Acre
2007;1201,1294319303342;Brasiléia;1200104;Acre
2008;12,65978449970567;Brasiléia;1200104;Acre
2009;8,217565014533543;Brasiléia;1200104;Acre
2010;11,955010528845433;Brasiléia;1200104;Acre
2011;14,519025024866574;Brasiléia;1200104;Acre
2012;12,888066060989528;Brasiléia;1200104;Acre
2013;17,19425874248283;Brasiléia;1200104;Acre
2014;33,423979112510324;Brasiléia;1200104;Acre
2015;22,060364191252216;Brasiléia;1200104;Acre
2016;17,714445001640986;Brasiléia;1200104;Acre
2017;23,10499312256575;Brasiléia;1200104;Acre
2018;21,087136425462376;Brasiléia;1200104;Acre
2019;58,61065735315567;Brasiléia;1200104;Acre
2020;40,12106795338994;Brasiléia;1200104;Acre
2021;61,01109482171753;Brasiléia;1200104;Acre
2022;30,50048488450648;Brasiléia;1200104;Acre
2023;22,354083200991777;Brasiléia;1200104;Acre
2007;1116,9559363778208;Bujari;1200138;Acre
2008;15,77207995001307;Bujari;1200138;Acre
2009;7,621237020084381;Bujari;1200138;Acre
2010;8,260086475385206;Bujari;1200138;Acre
2011;9,56616796308901;Bujari;1200138;Acre
2012;10,106807410077671;Bujari;1200138;Acre
2013;8,3748764856891;Bujari;1200138;Acre
2014;8,985015685492556;Bujari;1200138;Acre
2015;9,356973416325882;Bujari;1200138;Acre
2016;17,287004592203974;Bujari;1200138;Acre
2017;7,629898078427354;Bujari;1200138;Acre
2018;13,712393188463924;Bujari;1200138;Acre
2019;26,05459833192278;Bujari;1200138;Acre
2020;17,651505984106798;Bujari;1200138;Acre
2021;25,80004562859251;Bujari;1200138;Acre
2022;37,21034201244903;Bujari;1200138;Acre
2023;15,990267940224836;Bujari;1200138;Acre
2007;803,569216551162;Capixaba;1200179;Acre
2008;8,829852107369533;Capixaba;1200179;Acre
2009;3,7871259566096676;Capixaba;1200179;Acre
2010;3,7485543569439055;Capixaba;1200179;Acre
2011;9,456904231624783;Capixaba;1200179;Acre
2012;15,112407035998347;Capixaba;1200179;Acre
2013;5,757857577626225;Capixaba;1200179;Acre
2014;9,618370413353663;Capixaba;1200179;Acre
2015;6,085182786661072;Capixaba;1200179;Acre
2016;16,645933266096883;Capixaba;1200179;Acre
2017;11,572004169704652;Capixaba;1200179;Acre
2018;10,264173247390598;Capixaba;1200179;Acre
2019;27,768298463176063;Capixaba;1200179;Acre
2020;18,80088769420414;Capixaba;1200179;Acre
2021;29,376706959011344;Capixaba;1200179;Acre
2022;31,97729971554717;Capixaba;1200179;Acre
2023;12,048030555030863;Capixaba;1200179;Acre
2007;917,3839623104693;Cruzeiro do Sul;1200203;Acre
2008;11,02472998864941;Cruzeiro do Sul;1200203;Acre
2009;4,244619990437915;Cruzeiro do Sul;1200203;Acre
2010;22,184683673003548;Cruzeiro do Sul;1200203;Acre
2011;12,691133827584773;Cruzeiro do Sul;1200203;Acre
2012;9,458290393985076;Cruzeiro do Sul;1200203;Acre
2013;5,475049459782151;Cruzeiro do Sul;1200203;Acre
2014;10,649231138220268;Cruzeiro do Sul;1200203;Acre
2015;3,4344131945351295;Cruzeiro do Sul;1200203;Acre
2016;9,26303526552899;Cruzeiro do Sul;1200203;Acre
2017;9,44819455825379;Cruzeiro do Sul;1200203;Acre
2018;18,062036827141622;Cruzeiro do Sul;1200203;Acre
2019;25,21220374331392;Cruzeiro do Sul;1200203;Acre
2020;42,4680107781633;Cruzeiro do Sul;1200203;Acre
2021;33,56909102425047;Cruzeiro do Sul;1200203;Acre
2022;54,70516999571815;Cruzeiro do Sul;1200203;Acre
2023;27,782480571680036;Cruzeiro do Sul;1200203;Acre
2007;782,5608761292305;Epitaciolândia;1200252;Acre
2008;4,337023081847387;Epitaciolândia;1200252;Acre
2009;4,16547999637831;Epitaciolândia;1200252;Acre
2010;3,752059735834176;Epitaciolândia;1200252;Acre
2011;7,106394464816658;Epitaciolândia;1200252;Acre
2012;12,330479342467152;Epitaciolândia;1200252;Acre
2013;6,403896371147008;Epitaciolândia;1200252;Acre
2014;8,907226461668555;Epitaciolândia;1200252;Acre
2015;9,714432384847136;Epitaciolândia;1200252;Acre
2016;7,306666616260433;Epitaciolândia;1200252;Acre
2017;5,546556043029594;Epitaciolândia;1200252;Acre
2018;7,987803144273736;Epitaciolândia;1200252;Acre
2019;11,374425276807536;Epitaciolândia;1200252;Acre
2020;8,447290106581221;Epitaciolândia;1200252;Acre
2021;18,6482440306763;Epitaciolândia;1200252;Acre
2022;10,734908757424556;Epitaciolândia;1200252;Acre
2023;9,014223360555675;Epitaciolândia;1200252;Acre
2007;1233,064961308309;Feijó;1200302;Acre
2008;27,154492998394495;Feijó;1200302;Acre
2009;19,51095105046184;Feijó;1200302;Acre
2010;22,65003825010039;Feijó;1200302;Acre
2011;23,320942251069717;Feijó;1200302;Acre
2012;30,844481810770798;Feijó;1200302;Acre
2013;23,75058626660412;Feijó;1200302;Acre
2014;37,306343506043696;Feijó;1200302;Acre
2015;10,621369903561682;Feijó;1200302;Acre
2016;38,63043786059948;Feijó;1200302;Acre
2017;26,37136967843169;Feijó;1200302;Acre
2018;72,24470304252222;Feijó;1200302;Acre
2019;94,01746290854373;Feijó;1200302;Acre
2020;99,87712761795642;Feijó;1200302;Acre
2021;139,0140940720974;Feijó;1200302;Acre
2022;193,220684370353;Feijó;1200302;Acre
2023;62,86281044270765;Feijó;1200302;Acre
2007;113,262959946942;Jordão;1200328;Acre
2008;7,231227456646888;Jordão;1200328;Acre
2009;1,8881651293421222;Jordão;1200328;Acre
2010;6,802984353752851;Jordão;1200328;Acre
2011;5,984000731250671;Jordão;1200328;Acre
2012;7,0299487276524495;Jordão;1200328;Acre
2013;2,2185822308206586;Jordão;1200328;Acre
2014;6,906406579816298;Jordão;1200328;Acre
2015;0,9276286523094739;Jordão;1200328;Acre
2016;2,1412350366492774;Jordão;1200328;Acre
2017;2,48629176599517;Jordão;1200328;Acre
2018;6,273835565112647;Jordão;1200328;Acre
2019;11,04540318244387;Jordão;1200328;Acre
2020;11,651268174066253;Jordão;1200328;Acre
2021;9,743084412116506;Jordão;1200328;Acre
2022;15,351907747217336;Jordão;1200328;Acre
2023;4,953830322774918;Jordão;1200328;Acre
2007;246,94399571702158;Manoel Urbano;1200344;Acre
2008;4,9036317240865746;Manoel Urbano;1200344;Acre
2009;5,326229847734299;Manoel Urbano;1200344;Acre
2010;8,194996385489668;Manoel Urbano;1200344;Acre
2011;8,01479652473766;Manoel Urbano;1200344;Acre
2012;13,680466082014295;Manoel Urbano;1200344;Acre
2013;16,334963835220798;Manoel Urbano;1200344;Acre
2014;18,459666249016763;Manoel Urbano;1200344;Acre
2015;19,16839944163277;Manoel Urbano;1200344;Acre
2016;26,916937939733376;Manoel Urbano;1200344;Acre
2017;17,58290419523332;Manoel Urbano;1200344;Acre
2018;46,455581102413774;Manoel Urbano;1200344;Acre
2019;31,617732163530814;Manoel Urbano;1200344;Acre
2020;54,00287142445096;Manoel Urbano;1200344;Acre
2021;41,544636909660944;Manoel Urbano;1200344;Acre
2022;88,29890639697926;Manoel Urbano;1200344;Acre
2023;30,42843266636412;Manoel Urbano;1200344;Acre
2007;181,82718164705346;Marechal Thaumaturgo;1200351;Acre
2008;11,838664324300971;Marechal Thaumaturgo;1200351;Acre
2009;0,06074754333942174;Marechal Thaumaturgo;1200351;Acre
2010;21,990121994305063;Marechal Thaumaturgo;1200351;Acre
2011;10,887392540960546;Marechal Thaumaturgo;1200351;Acre
2012;3,6729682355930615;Marechal Thaumaturgo;1200351;Acre
2013;2,162168951764579;Marechal Thaumaturgo;1200351;Acre
2014;8,861123098034147;Marechal Thaumaturgo;1200351;Acre
2015;0,4654908338505477;Marechal Thaumaturgo;1200351;Acre
2016;2,541179103231625;Marechal Thaumaturgo;1200351;Acre
2017;2,586283775382404;Marechal Thaumaturgo;1200351;Acre
2018;4,072530774603353;Marechal Thaumaturgo;1200351;Acre
2019;13,620834880246072;Marechal Thaumaturgo;1200351;Acre
2020;28,647523915274046;Marechal Thaumaturgo;1200351;Acre
2021;6,334397275145358;Marechal Thaumaturgo;1200351;Acre
2022;9,78335374672959;Marechal Thaumaturgo;1200351;Acre
2023;10,833011139250694;Marechal Thaumaturgo;1200351;Acre
2007;367,1207551043818;Mâncio Lima;1200336;Acre
2008;4,308356667790487;Mâncio Lima;1200336;Acre
2009;1,2999798503294862;Mâncio Lima;1200336;Acre
2010;4,652817836262391;Mâncio Lima;1200336;Acre
2011;11,612174723132927;Mâncio Lima;1200336;Acre
2012;3,2904529645485283;Mâncio Lima;1200336;Acre
2013;2,5977189528100926;Mâncio Lima;1200336;Acre
2014;2,9689156846612077;Mâncio Lima;1200336;Acre
2015;2,287157501613826;Mâncio Lima;1200336;Acre
2016;2,988192670453569;Mâncio Lima;1200336;Acre
2017;1,8343602507226833;Mâncio Lima;1200336;Acre
2018;3,652650752190911;Mâncio Lima;1200336;Acre
2019;12,038761279916825;Mâncio Lima;1200336;Acre
2020;6,2169806086982025;Mâncio Lima;1200336;Acre
2021;10,69667653083721;Mâncio Lima;1200336;Acre
2022;13,219321194604916;Mâncio Lima;1200336;Acre
2023;3,4977796412422224;Mâncio Lima;1200336;Acre
2007;1368,0577624327589;Plácido de Castro;1200385;Acre
2008;3,2606566652270144;Plácido de Castro;1200385;Acre
2009;10,460969999599339;Plácido de Castro;1200385;Acre
2010;5,693200083291329;Plácido de Castro;1200385;Acre
2011;6,94984688134778;Plácido de Castro;1200385;Acre
2012;3,8680052180966986;Plácido de Castro;1200385;Acre
2013;4,901708045081757;Plácido de Castro;1200385;Acre
2014;7,387615755533951;Plácido de Castro;1200385;Acre
2015;5,154209177656434;Plácido de Castro;1200385;Acre
2016;7,856998905608672;Plácido de Castro;1200385;Acre
2017;5,0012923449869575;Plácido de Castro;1200385;Acre
2018;11,86195666687409;Plácido de Castro;1200385;Acre
2019;8,994449299591748;Plácido de Castro;1200385;Acre
2020;8,28392575536418;Plácido de Castro;1200385;Acre
2021;15,187550324370026;Plácido de Castro;1200385;Acre
2022;5,973403217682634;Plácido de Castro;1200385;Acre
2023;3,138072456707588;Plácido de Castro;1200385;Acre
2007;1189,63528874799;Porto Acre;1200807;Acre
2008;8,20954826906247;Porto Acre;1200807;Acre
2009;6,298493604431117;Porto Acre;1200807;Acre
2010;11,958179662273757;Porto Acre;1200807;Acre
2011;16,161471869077445;Porto Acre;1200807;Acre
2012;12,732437633410942;Porto Acre;1200807;Acre
2013;3,7730881707002037;Porto Acre;1200807;Acre
2014;10,289850184254322;Porto Acre;1200807;Acre
2015;7,946014422984112;Porto Acre;1200807;Acre
2016;15,327506312325102;Porto Acre;1200807;Acre
2017;8,711915946762366;Porto Acre;1200807;Acre
2018;12,471660009435787;Porto Acre;1200807;Acre
2019;22,972978584104975;Porto Acre;1200807;Acre
2020;19,51485269860856;Porto Acre;1200807;Acre
2021;31,502384073444336;Porto Acre;1200807;Acre
2022;22,571691051314755;Porto Acre;1200807;Acre
2023;9,406976071069073;Porto Acre;1200807;Acre
2007;146,87686264569297;Porto Walter;1200393;Acre
2008;6,66909476291691;Porto Walter;1200393;Acre
2009;0,9708025358875487;Porto Walter;1200393;Acre
2010;13,297308282362538;Porto Walter;1200393;Acre
2011;10,579716335094968;Porto Walter;1200393;Acre
2012;5,666977432882229;Porto Walter;1200393;Acre
2013;1,649237353584269;Porto Walter;1200393;Acre
2014;9,224296686947685;Porto Walter;1200393;Acre
2015;1,4817139459635082;Porto Walter;1200393;Acre
2016;4,298905631377815;Porto Walter;1200393;Acre
2017;3,0865473197362308;Porto Walter;1200393;Acre
2018;4,735784409783206;Porto Walter;1200393;Acre
2019;8,71776719657815;Porto Walter;1200393;Acre
2020;23,575570389124024;Porto Walter;1200393;Acre
2021;5,261939277718415;Porto Walter;1200393;Acre
2022;7,076897971354207;Porto Walter;1200393;Acre
2023;10,565053257018937;Porto Walter;1200393;Acre
2007;2380,2201911355905;Rio Branco;1200401;Acre
2008;28,85364989710963;Rio Branco;1200401;Acre
2009;18,542536180101894;Rio Branco;1200401;Acre
2010;19,93982905787736;Rio Branco;1200401;Acre
2011;41,92423795936428;Rio Branco;1200401;Acre
2012;27,842903211126927;Rio Branco;1200401;Acre
2013;19,62858366781609;Rio Branco;1200401;Acre
2014;32,87613109719031;Rio Branco;1200401;Acre
2015;30,271065611572425;Rio Branco;1200401;Acre
2016;52,37891256957835;Rio Branco;1200401;Acre
2017;25,861351997439122;Rio Branco;1200401;Acre
2018;32,699639638189744;Rio Branco;1200401;Acre
2019;79,99947851212092;Rio Branco;1200401;Acre
2020;55,73880568843597;Rio Branco;1200401;Acre
2021;97,62913289571821;Rio Branco;1200401;Acre
2022;118,24879757218997;Rio Branco;1200401;Acre
2023;69,58268372759113;Rio Branco;1200401;Acre
2007;409,719071358744;Rodrigues Alves;1200427;Acre
2008;4,895515430137758;Rodrigues Alves;1200427;Acre
2009;2,5749676585309964;Rodrigues Alves;1200427;Acre
2010;10,422331292998637;Rodrigues Alves;1200427;Acre
2011;4,703344181119532;Rodrigues Alves;1200427;Acre
2012;4,50447398630118;Rodrigues Alves;1200427;Acre
2013;3,6993631842652523;Rodrigues Alves;1200427;Acre
2014;1,1341632204601197;Rodrigues Alves;1200427;Acre
2015;2,35535635943106;Rodrigues Alves;1200427;Acre
2016;4,7920429251147745;Rodrigues Alves;1200427;Acre
2017;5,301580902238742;Rodrigues Alves;1200427;Acre
2018;9,472927178188142;Rodrigues Alves;1200427;Acre
2019;12,621667138232974;Rodrigues Alves;1200427;Acre
2020;15,538659174260129;Rodrigues Alves;1200427;Acre
2021;12,209298991821443;Rodrigues Alves;1200427;Acre
2022;23,82230043435145;Rodrigues Alves;1200427;Acre
2023;10,026161856996705;Rodrigues Alves;1200427;Acre
2007;66,78308463808014;Santa Rosa do Purus;1200435;Acre
2008;2,165015409819716;Santa Rosa do Purus;1200435;Acre
2009;1,8701824552989823;Santa Rosa do Purus;1200435;Acre
2010;3,2045183669221236;Santa Rosa do Purus;1200435;Acre
2011;2,8820223549261645;Santa Rosa do Purus;1200435;Acre
2012;2,8497052154854714;Santa Rosa do Purus;1200435;Acre
2013;1,23875812693135;Santa Rosa do Purus;1200435;Acre
2014;3,921371470388496;Santa Rosa do Purus;1200435;Acre
2015;2,2434688251213144;Santa Rosa do Purus;1200435;Acre
2016;2,0974396166832796;Santa Rosa do Purus;1200435;Acre
2017;2,3932131780292307;Santa Rosa do Purus;1200435;Acre
2018;2,8316300029988297;Santa Rosa do Purus;1200435;Acre
2019;7,003504670263983;Santa Rosa do Purus;1200435;Acre
2020;5,16219302614405;Santa Rosa do Purus;1200435;Acre
2021;4,0659577795380555;Santa Rosa do Purus;1200435;Acre
2022;3,5534045807633676;Santa Rosa do Purus;1200435;Acre
2023;1,9003712233496215;Santa Rosa do Purus;1200435;Acre
2007;1504,4410090525876;Sena Madureira;1200500;Acre
2008;34,81033641265543;Sena Madureira;1200500;Acre
2009;20,610616654550274;Sena Madureira;1200500;Acre
2010;37,025377449862404;Sena Madureira;1200500;Acre
2011;39,391528796669675;Sena Madureira;1200500;Acre
2012;38,451911060381896;Sena Madureira;1200500;Acre
2013;31,99143848575412;Sena Madureira;1200500;Acre
2014;52,35610718255226;Sena Madureira;1200500;Acre
2015;42,23723066792655;Sena Madureira;1200500;Acre
2016;56,02417789160555;Sena Madureira;1200500;Acre
2017;34,52530329559449;Sena Madureira;1200500;Acre
2018;48,27682853347364;Sena Madureira;1200500;Acre
2019;80,15702482876067;Sena Madureira;1200500;Acre
2020;73,00378644206495;Sena Madureira;1200500;Acre
2021;111,31212355127747;Sena Madureira;1200500;Acre
2022;105,80428165337435;Sena Madureira;1200500;Acre
2023;53,04724033157454;Sena Madureira;1200500;Acre
2007;1630,1475787504746;Senador Guiomard;1200450;Acre
2008;4,901995432281649;Senador Guiomard;1200450;Acre
2009;7,265443000272189;Senador Guiomard;1200450;Acre
2010;3,8549814580250943;Senador Guiomard;1200450;Acre
2011;6,996445995366;Senador Guiomard;1200450;Acre
2012;2,4138003327816024;Senador Guiomard;1200450;Acre
2013;4,142625085117211;Senador Guiomard;1200450;Acre
2014;3,9848476089142815;Senador Guiomard;1200450;Acre
2015;4,890302251429573;Senador Guiomard;1200450;Acre
2016;9,106455678121787;Senador Guiomard;1200450;Acre
2017;4,677865771572603;Senador Guiomard;1200450;Acre
2018;8,166116571890681;Senador Guiomard;1200450;Acre
2019;6,6418570339126255;Senador Guiomard;1200450;Acre
2020;9,851018886423496;Senador Guiomard;1200450;Acre
2021;20,174491184948238;Senador Guiomard;1200450;Acre
2022;16,86552006894378;Senador Guiomard;1200450;Acre
2023;6,231865809073916;Senador Guiomard;1200450;Acre
2007;1305,2450271702553;Tarauacá;1200609;Acre
2008;36,854550151564595;Tarauacá;1200609;Acre
2009;15,426604021732391;Tarauacá;1200609;Acre
2010;24,97938342801658;Tarauacá;1200609;Acre
2011;19,235570820881627;Tarauacá;1200609;Acre
2012;28,83049586852468;Tarauacá;1200609;Acre
2013;13,936245607269594;Tarauacá;1200609;Acre
2014;36,424495382275566;Tarauacá;1200609;Acre
2015;3,8220550276669845;Tarauacá;1200609;Acre
2016;13,428060284320908;Tarauacá;1200609;Acre
2017;14,858864997799653;Tarauacá;1200609;Acre
2018;40,19063421563881;Tarauacá;1200609;Acre
2019;67,41835223576298;Tarauacá;1200609;Acre
2020;51,56626950410529;Tarauacá;1200609;Acre
2021;104,20074458821856;Tarauacá;1200609;Acre
2022;112,72903821004853;Tarauacá;1200609;Acre
2023;48,37720277187901;Tarauacá;1200609;Acre
2007;1201,183469220811;Xapuri;1200708;Acre
2008;22,98835675287192;Xapuri;1200708;Acre
2009;6,999387019668503;Xapuri;1200708;Acre
2010;5,5526805378361;Xapuri;1200708;Acre
2011;14,757338718292813;Xapuri;1200708;Acre
2012;18,325518491147285;Xapuri;1200708;Acre
2013;10,733472154307039;Xapuri;1200708;Acre
2014;18,315689033924762;Xapuri;1200708;Acre
2015;17,604619314189495;Xapuri;1200708;Acre
2016;32,683806447717444;Xapuri;1200708;Acre
2017;20,94900247423729;Xapuri;1200708;Acre
2018;22,190534354604363;Xapuri;1200708;Acre
2019;59,90475514413977;Xapuri;1200708;Acre
2020;39,474678810529895;Xapuri;1200708;Acre
2021;58,61174689103612;Xapuri;1200708;Acre
2022;77,13762752223566;Xapuri;1200708;Acre
2023;25,81380902341629;Xapuri;1200708;Acre
2007;102,81504108977394;Amapá;1600105;Amapá
2008;1,889844568382107;Amapá;1600105;Amapá
2009;1,8849663263517253;Amapá;1600105;Amapá
2010;1,823429769449978;Amapá;1600105;Amapá
2011;0,2090488003867988;Amapá;1600105;Amapá
2012;0;Amapá;1600105;Amapá
2013;0,450427087372396;Amapá;1600105;Amapá
2014;0,6809954612665332;Amapá;1600105;Amapá
2015;0,3058064379597203;Amapá;1600105;Amapá
2016;0,14270481408819125;Amapá;1600105;Amapá
2017;0,15999740015083716;Amapá;1600105;Amapá
2018;0;Amapá;1600105;Amapá
2019;0,6930923913573332;Amapá;1600105;Amapá
2020;0;Amapá;1600105;Amapá
2021;0;Amapá;1600105;Amapá
2022;0;Amapá;1600105;Amapá
2023;0;Amapá;1600105;Amapá
2007;159,2481911068964;Calçoene;1600204;Amapá
2008;6,302664782652808;Calçoene;1600204;Amapá
2009;8,070104344009142;Calçoene;1600204;Amapá
2010;11,888941184250656;Calçoene;1600204;Amapá
2011;1,0342464277064032;Calçoene;1600204;Amapá
2012;1,1097136405822794;Calçoene;1600204;Amapá
2013;2,9852161790398464;Calçoene;1600204;Amapá
2014;1,753678814825652;Calçoene;1600204;Amapá
2015;0,9316588698839448;Calçoene;1600204;Amapá
2016;0,5704632057585969;Calçoene;1600204;Amapá
2017;3,0209050238054354;Calçoene;1600204;Amapá
2018;1,9713959662449974;Calçoene;1600204;Amapá
2019;2,05962261229336;Calçoene;1600204;Amapá
2020;1,1148736007243316;Calçoene;1600204;Amapá
2021;1,092605512896337;Calçoene;1600204;Amapá
2022;1,7358017212281156;Calçoene;1600204;Amapá
2023;0;Calçoene;1600204;Amapá
2007;185,37060508031934;Cutias;1600212;Amapá
2008;2,337800450211663;Cutias;1600212;Amapá
2009;0,2172710849395207;Cutias;1600212;Amapá
2010;4,885079352217435;Cutias;1600212;Amapá
2011;0,34732070094205436;Cutias;1600212;Amapá
2012;0;Cutias;1600212;Amapá
2013;0,2226492238301163;Cutias;1600212;Amapá
2014;1,4115994775265002;Cutias;1600212;Amapá
2015;0,4872011514854608;Cutias;1600212;Amapá
2016;1,3191930576921405;Cutias;1600212;Amapá
2017;0,1326751669579046;Cutias;1600212;Amapá
2018;0,4905813384628629;Cutias;1600212;Amapá
2019;0,7795580395869885;Cutias;1600212;Amapá
2020;0,40248803312605125;Cutias;1600212;Amapá
2021;0,09755095894014436;Cutias;1600212;Amapá
2022;0,25861474314039734;Cutias;1600212;Amapá
2023;0;Cutias;1600212;Amapá
2007;130,72406596250508;Ferreira Gomes;1600238;Amapá
2008;2,5660584405846567;Ferreira Gomes;1600238;Amapá
2009;1,110223343597691;Ferreira Gomes;1600238;Amapá
2010;2,315198282354273;Ferreira Gomes;1600238;Amapá
2011;0,5061313239061944;Ferreira Gomes;1600238;Amapá
2012;0,15025359147433015;Ferreira Gomes;1600238;Amapá
2013;0,3034259673531334;Ferreira Gomes;1600238;Amapá
2014;0,6320235656589462;Ferreira Gomes;1600238;Amapá
2015;3,5762672121198174;Ferreira Gomes;1600238;Amapá
2016;0,9588650717610425;Ferreira Gomes;1600238;Amapá
2017;0;Ferreira Gomes;1600238;Amapá
2018;0,42358293866167873;Ferreira Gomes;1600238;Amapá
2019;1,295035195765085;Ferreira Gomes;1600238;Amapá
2020;0,44770195415213954;Ferreira Gomes;1600238;Amapá
2021;0,0696500178510415;Ferreira Gomes;1600238;Amapá
2022;0,7483287232934879;Ferreira Gomes;1600238;Amapá
2023;0;Ferreira Gomes;1600238;Amapá
2007;84,46509990124677;Itaubal;1600253;Amapá
2008;0,20116792293489294;Itaubal;1600253;Amapá
2009;0;Itaubal;1600253;Amapá
2010;3,8634352470126987;Itaubal;1600253;Amapá
2011;0,41829405057056956;Itaubal;1600253;Amapá
2012;0,23510758458926564;Itaubal;1600253;Amapá
2013;0;Itaubal;1600253;Amapá
2014;0,24670913023612026;Itaubal;1600253;Amapá
2015;0;Itaubal;1600253;Amapá
2016;0;Itaubal;1600253;Amapá
2017;0;Itaubal;1600253;Amapá
2018;1,8292297848974315;Itaubal;1600253;Amapá
2019;0,03855640247557696;Itaubal;1600253;Amapá
2020;0;Itaubal;1600253;Amapá
2021;0,07518646914794402;Itaubal;1600253;Amapá
2022;0;Itaubal;1600253;Amapá
2023;0;Itaubal;1600253;Amapá
2007;168,6576383962523;Laranjal do Jari;1600279;Amapá
2008;9,126040152457133;Laranjal do Jari;1600279;Amapá
2009;5,041938985685923;Laranjal do Jari;1600279;Amapá
2010;5,0291770750084535;Laranjal do Jari;1600279;Amapá
2011;1,7330865438768617;Laranjal do Jari;1600279;Amapá
2012;3,3699968484323546;Laranjal do Jari;1600279;Amapá
2013;0,7766289621952233;Laranjal do Jari;1600279;Amapá
2014;3,673839647975281;Laranjal do Jari;1600279;Amapá
2015;1,5189901991310875;Laranjal do Jari;1600279;Amapá
2016;0,7305885346372337;Laranjal do Jari;1600279;Amapá
2017;1,8213478382796713;Laranjal do Jari;1600279;Amapá
2018;1,7375410359188204;Laranjal do Jari;1600279;Amapá
2019;1,4879746761367407;Laranjal do Jari;1600279;Amapá
2020;0,367804807536931;Laranjal do Jari;1600279;Amapá
2021;2,1505264717454287;Laranjal do Jari;1600279;Amapá
2022;1,7123067477181775;Laranjal do Jari;1600279;Amapá
2023;0,5814396376757157;Laranjal do Jari;1600279;Amapá
2007;384,93389231935765;Macapá;1600303;Amapá
2008;6,426654089589414;Macapá;1600303;Amapá
2009;0,7495174060483651;Macapá;1600303;Amapá
2010;9,035548197899374;Macapá;1600303;Amapá
2011;0,8295324873449651;Macapá;1600303;Amapá
2012;2,2511071476205755;Macapá;1600303;Amapá
2013;1,3715364606395997;Macapá;1600303;Amapá
2014;2,6380450358643173;Macapá;1600303;Amapá
2015;3,0939568742657;Macapá;1600303;Amapá
2016;1,6745957716467041;Macapá;1600303;Amapá
2017;0,6472337989329753;Macapá;1600303;Amapá
2018;4,01532230164442;Macapá;1600303;Amapá
2019;7,213222054708905;Macapá;1600303;Amapá
2020;1,4362682953538906;Macapá;1600303;Amapá
2021;0,9046514679793143;Macapá;1600303;Amapá
2022;0,4298108617665095;Macapá;1600303;Amapá
2023;0;Macapá;1600303;Amapá
2007;85,05789614554078;Mazagão;1600402;Amapá
2008;15,64770038330512;Mazagão;1600402;Amapá
2009;5,900931282639842;Mazagão;1600402;Amapá
2010;1,1810151150887427;Mazagão;1600402;Amapá
2011;1,5229688759827362;Mazagão;1600402;Amapá
2012;4,487579233588009;Mazagão;1600402;Amapá
2013;0,9699412412476477;Mazagão;1600402;Amapá
2014;3,1835283244485812;Mazagão;1600402;Amapá
2015;1,9438634588731383;Mazagão;1600402;Amapá
2016;1,3027292045827972;Mazagão;1600402;Amapá
2017;1,486743698805387;Mazagão;1600402;Amapá
2018;4,602242792825167;Mazagão;1600402;Amapá
2019;2,3353778787389916;Mazagão;1600402;Amapá
2020;0,7105347632894762;Mazagão;1600402;Amapá
2021;2,4589957439724994;Mazagão;1600402;Amapá
2022;2,683423221717192;Mazagão;1600402;Amapá
2023;0;Mazagão;1600402;Amapá
2007;182,37314388343262;Oiapoque;1600501;Amapá
2008;11,659895533740725;Oiapoque;1600501;Amapá
2009;4,142500938991269;Oiapoque;1600501;Amapá
2010;5,023966747123145;Oiapoque;1600501;Amapá
2011;2,0891620238213906;Oiapoque;1600501;Amapá
2012;2,366809051915221;Oiapoque;1600501;Amapá
2013;4,947731539390353;Oiapoque;1600501;Amapá
2014;2,5483573412034475;Oiapoque;1600501;Amapá
